1	0.515928785
2	0.219287871
3	0.121042383
4	0.076660086
5	0.052882443
6	0.038673369
7	0.029509101
8	0.023255431
9	0.018798340
10	0.015510054
11	0.013014889
12	0.011076834
13	0.009541566
14	0.008304727
15	0.007293691
16	0.006456658
17	0.005755870
18	0.005163286
19	0.004657722
20	0.004222936
21	0.003846309
22	0.003517910
23	0.003229843
24	0.002975765
25	0.002750530
26	0.002549933
27	0.002370507
28	0.002209374
29	0.002064129
30	0.001932750
31	0.001813527
32	0.001705004
33	0.001605940
34	0.001515265
35	0.001432058
36	0.001355522
37	0.001284961
38	0.001219770
39	0.001159417
40	0.001103435
41	0.001051412
42	0.001002983
43	0.000957825
44	0.000915649
45	0.000876199
46	0.000839245
47	0.000804580
48	0.000772019
49	0.000741396
50	0.000712559
51	0.000685372
52	0.000659713
53	0.000635468
54	0.000612535
55	0.000590821
56	0.000570242
57	0.000550720
58	0.000532183
59	0.000514567
60	0.000497811
61	0.000481861
62	0.000466665
63	0.000452177
64	0.000438353
65	0.000425153
66	0.000412541
67	0.000400482
68	0.000388944
69	0.000377897
70	0.000367315
71	0.000357171
72	0.000347441
73	0.000338104
74	0.000329138
75	0.000320524
76	0.000312243
77	0.000304280
78	0.000296617
79	0.000289240
80	0.000282135
81	0.000275289
82	0.000268689
83	0.000262323
84	0.000256181
85	0.000250252
86	0.000244527
87	0.000238996
88	0.000233650
89	0.000228482
90	0.000223484
91	0.000218647
92	0.000213966
93	0.000209434
94	0.000205044
95	0.000200791
96	0.000196669
97	0.000192672
98	0.000188796
99	0.000185036
100	0.000181387
101	0.000177845
102	0.000174406
103	0.000171065
104	0.000167820
105	0.000164666
106	0.000161600
107	0.000158619
108	0.000155719
109	0.000152899
110	0.000150154
111	0.000147483
112	0.000144882
113	0.000142350
114	0.000139883
115	0.000137480
116	0.000135138
117	0.000132856
118	0.000130631
119	0.000128461
120	0.000126345
121	0.000124281
122	0.000122267
123	0.000120302
124	0.000118383
125	0.000116510
126	0.000114682
127	0.000112895
128	0.000111151
129	0.000109446
130	0.000107781
131	0.000106153
132	0.000104561
133	0.000103006
134	0.000101484
135	0.000099997
136	0.000098541
137	0.000097117
138	0.000095724
139	0.000094361
140	0.000093026
141	0.000091720
142	0.000090441
143	0.000089188
144	0.000087962
145	0.000086760
146	0.000085583
147	0.000084430
148	0.000083300
149	0.000082192
150	0.000081107
151	0.000080042
152	0.000078999
153	0.000077976
154	0.000076972
155	0.000075988
156	0.000075023
157	0.000074075
158	0.000073146
159	0.000072234
160	0.000071339
161	0.000070461
162	0.000069598
163	0.000068752
164	0.000067921
165	0.000067104
166	0.000066303
167	0.000065515
168	0.000064742
169	0.000063982
170	0.000063236
171	0.000062502
172	0.000061781
173	0.000061073
174	0.000060376
175	0.000059692
176	0.000059019
177	0.000058357
178	0.000057707
179	0.000057067
180	0.000056438
181	0.000055819
182	0.000055211
183	0.000054612
184	0.000054023
185	0.000053443
186	0.000052873
187	0.000052312
188	0.000051759
189	0.000051216
190	0.000050681
191	0.000050154
192	0.000049635
193	0.000049125
194	0.000048622
